FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
1019,FMWT,10/18/2012 0:00,797,delta smelt,5835,Hyperacanthomysis longirostris,,6.1,ED,
1019,FMWT,10/18/2012 0:00,797,delta smelt,5835,Hyperacanthomysis longirostris,,5.6,G,
1019,FMWT,10/18/2012 0:00,797,delta smelt,5835,Unid Mysids,,1.9,ED,
1019,FMWT,10/18/2012 0:00,797,delta smelt,5835,Unid Mysids,,6.1,ED,
1019,FMWT,10/18/2012 0:00,797,delta smelt,5835,Unid Mysids,,1.9,G,
1019,FMWT,10/18/2012 0:00,797,delta smelt,5835,Unid Mysids,,6.1,G,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Gammarus,Crangonyx sp.,2.6,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,juvenile Corophium,1,G,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Unid Mysids,,3.3,ED,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Corophium,juvenile Corophium,1.6,,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Corophium,juvenile Corophium,1.1,,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Gammarus,Crangonyx sp.,1.1,,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Unid Mysids,,1.6,,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Unid Mysids,,1.3,,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Unid Mysids,,4.7,ED,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Hyperacanthomysis longirostris,,1,,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Hyperacanthomysis longirostris,,6.1,ED,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Hyperacanthomysis longirostris,,7.4,ED,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Hyperacanthomysis longirostris,,7.4,ED,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Unid Mysids,,6.1,ED,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Unid Mysids,,6.1,G,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Unid Mysids,,6.1,G,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,juvenile Corophium,0.8,,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,juvenile Corophium,0.8,,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,juvenile Corophium,0.8,G,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,juvenile Corophium,0.8,G,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,juvenile Corophium,0.8,G,
1023,FMWT,11/14/2012 0:00,704,delta smelt,5942,Unid Mysids,,6.1,ED,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Hyperacanthomysis longirostris,,6.1,ED,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Unid Mysids,Unid juvenile,7.4,G,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Unid Mysids,Unid juvenile,8.8,G,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Unid Mysids,,7.4,ED,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Unid Mysids,,8.1,ED,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Unid Mysids,,8.8,ED,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Corophium,juvenile Corophium,1.2,,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Corophium,juvenile Corophium,0.7,,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Corophium,juvenile Corophium,1,,
1026,FMWT,11/14/2012 0:00,704,delta smelt,5939,Corophium,juvenile Corophium,0.9,,
1026,FMWT,11/14/2012 0:00,704,delta smelt,5939,Corophium,juvenile Corophium,0.9,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,juvenile Corophium,1,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,juvenile Corophium,0.9,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,juvenile Corophium,0.9,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,juvenile Corophium,1,G,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,juvenile Corophium,0.9,G,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Hyperacanthomysis longirostris,,1.1,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Hyperacanthomysis longirostris,,1.3,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Unid Mysids,,7.4,ED,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Unid Mysids,,1.9,ED,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,A. stimpsoni,4.5,AL,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.7,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1.5,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1.2,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1.2,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1.1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.9,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.9,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.9,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.8,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.8,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,0.8,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,juvenile Corophium,1.2,G,
1029,FMWT,11/15/2012 0:00,719,delta smelt,5987,Corophium,juvenile Corophium,0.8,,
1029,FMWT,11/15/2012 0:00,719,delta smelt,5987,Corophium,juvenile Corophium,1,,
1029,FMWT,11/15/2012 0:00,719,delta smelt,5987,Unid Mysids,,6.1,,
1029,FMWT,11/15/2012 0:00,719,delta smelt,5987,Unid Mysids,,1.9,,
1030,FMWT,11/15/2012 0:00,797,delta smelt,6017,Corophium,juvenile Corophium,1.6,,
1030,FMWT,11/15/2012 0:00,797,delta smelt,6017,Unid Mysids,Unid juvenile,1.5,,
1030,FMWT,11/15/2012 0:00,797,delta smelt,6017,Unid Mysids,Unid juvenile,1.5,G,
1030,FMWT,11/15/2012 0:00,797,delta smelt,6017,Unid Mysids,Unid juvenile,1.5,G,
1031,FMWT,12/5/2012 0:00,505,delta smelt,6086,Corophium,,1.1,M,
1032,FMWT,12/7/2012 0:00,515,delta smelt,6110,Corophium,A. stimpsoni,1.8,,
1032,FMWT,12/7/2012 0:00,515,delta smelt,6110,Corophium,A. stimpsoni,2.9,AL,
1032,FMWT,12/7/2012 0:00,515,delta smelt,6110,Corophium,A. stimpsoni,3.4,AL,
1032,FMWT,12/7/2012 0:00,515,delta smelt,6110,Corophium,Unid Corophium,1.8,G,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Gammarus,juvenile Gammarus,2.2,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,C. alienense,2.7,AL,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,juvenile Corophium,2.3,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,juvenile Corophium,2.1,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,A. stimpsoni,2.3,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,A. stimpsoni,2,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,A. stimpsoni,1.3,,
1034,FMWT,12/7/2012 0:00,517,delta smelt,6113,Corophium,A. stimpsoni,1.5,,
1034,FMWT,12/7/2012 0:00,517,delta smelt,6113,Corophium,juvenile Corophium,1.1,,
1034,FMWT,12/7/2012 0:00,517,delta smelt,6113,Corophium,juvenile Corophium,1.5,G,
1034,FMWT,12/7/2012 0:00,517,delta smelt,6113,Corophium,juvenile Corophium,1.1,G,
1035,FMWT,12/7/2012 0:00,519,delta smelt,6115,Corophium,A. stimpsoni,4.4,AL,
1035,FMWT,12/7/2012 0:00,519,delta smelt,6115,Corophium,Unid Corophium,4.4,G,
1036,FMWT,12/7/2012 0:00,519,delta smelt,6114,Corophium,Unid Corophium,4.4,S,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,juvenile Corophium,1.5,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,juvenile Corophium,1.7,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,juvenile Corophium,2.4,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,A. stimpsoni,3.9,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,A. stimpsoni,3,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Unid Mysids,Unid juvenile,1.6,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Unid Mysids,Unid juvenile,1.4,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Unid Mysids,Unid juvenile,1.4,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Unid Mysids,Unid juvenile,1.9,ED,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Unid Mysids,Unid juvenile,1.9,ED,
1038,FMWT,12/12/2012 0:00,716,delta smelt,6188,Unid Amphipod,,2.6,ED,
1038,FMWT,12/12/2012 0:00,716,delta smelt,6188,Gammarus,Crangonyx sp.,3.8,ED,
1038,FMWT,12/12/2012 0:00,716,delta smelt,6188,Gammarus,Crangonyx sp.,3.8,ED,
1038,FMWT,12/12/2012 0:00,716,delta smelt,6188,Corophium,A. stimpsoni,4.7,,
1038,FMWT,12/12/2012 0:00,716,delta smelt,6188,Corophium,A. spinicorne,2.3,,
1038,FMWT,12/12/2012 0:00,716,delta smelt,6188,Corophium,A. spinicorne,1.6,AL,
1039,FMWT,12/11/2012 0:00,719,delta smelt,6132,Gammarus,Unid Gammarus,3.5,,
1039,FMWT,12/11/2012 0:00,719,delta smelt,6132,Gammarus,juvenile Gammarus,1.8,,
1039,FMWT,12/11/2012 0:00,719,delta smelt,6132,Corophium,Unid Corophium,5.2,,
1039,FMWT,12/11/2012 0:00,719,delta smelt,6132,Corophium,juvenile Corophium,2.2,,
1040,FMWT,12/11/2012 0:00,796,delta smelt,6148,Corophium,juvenile Corophium,1.2,,
1041,FMWT,12/11/2012 0:00,797,delta smelt,6141,Corophium,juvenile Corophium,1.7,,
1044,SKT,1/9/2013 0:00,707,delta smelt,6208,Gammarus,Unid Gammarus,2.4,,
1044,SKT,1/9/2013 0:00,707,delta smelt,6208,Gammarus,Unid Gammarus,2.9,,
1044,SKT,1/9/2013 0:00,707,delta smelt,6208,Corophium,juvenile Corophium,1.1,J,
1046,SKT,1/9/2013 0:00,719,delta smelt,6213,Corophium,A. spinicorne,4.4,,
1051,SKT,1/9/2013 0:00,719,delta smelt,6219,Gammarus,G. daiberi,2.7,,
1059,SKT,1/9/2013 0:00,719,delta smelt,6227,Corophium,Unid Corophium,3.1,S,
1063,SKT,1/9/2013 0:00,719,delta smelt,6234,Corophium,A. spinicorne,3.1,,
1065,SKT,1/9/2013 0:00,719,delta smelt,6236,Gammarus,Hyalella sp.,3.5,,1.08E-03
1065,SKT,1/9/2013 0:00,719,delta smelt,6236,Corophium,A. spinicorne,3,AL,
1066,SKT,1/9/2013 0:00,719,delta smelt,6237,Corophium,A. spinicorne,3.2,,
1068,SKT,1/9/2013 0:00,719,delta smelt,6239,Corophium,C. alienense,2.3,,
1070,SKT,1/9/2013 0:00,719,delta smelt,6244,Gammarus,G. daiberi,5.1,ED,
1077,SKT,1/9/2013 0:00,715,delta smelt,6256,Corophium,Unid Corophium,2,,
1077,SKT,1/9/2013 0:00,715,delta smelt,6256,Corophium,A. stimpsoni,2.3,,
1077,SKT,1/9/2013 0:00,715,delta smelt,6256,Corophium,A. stimpsoni,2,AL,
1077,SKT,1/9/2013 0:00,715,delta smelt,6256,Corophium,A. stimpsoni,2.9,AL,
1078,SKT,1/9/2013 0:00,715,delta smelt,6257,Corophium,A. stimpsoni,3.9,,
1078,SKT,1/9/2013 0:00,715,delta smelt,6257,Corophium,A. spinicorne,3.5,,
1078,SKT,1/9/2013 0:00,715,delta smelt,6257,Corophium,A. spinicorne,2.8,,
1078,SKT,1/9/2013 0:00,715,delta smelt,6257,Corophium,A. spinicorne,2.4,,
1078,SKT,1/9/2013 0:00,715,delta smelt,6257,Gammarus,Crangonyx sp.,3.8,,
1080,SKT,1/9/2013 0:00,715,delta smelt,6259,Gammarus,Crangonyx sp.,3.8,ED,
1080,SKT,1/9/2013 0:00,715,delta smelt,6259,Corophium,A. spinicorne,2,,
1080,SKT,1/9/2013 0:00,715,delta smelt,6259,Corophium,A. spinicorne,2.4,,
1081,SKT,1/10/2013 0:00,609,delta smelt,6260,Gammarus,G. daiberi,5.2,,
1081,SKT,1/10/2013 0:00,609,delta smelt,6260,Gammarus,G. daiberi,5.2,G,
1083,SKT,1/10/2013 0:00,606,delta smelt,6263,Gammarus,Unid Gammarus,2.6,ED,
1084,SKT,1/10/2013 0:00,606,delta smelt,6265,Gammarus,G. daiberi,2.4,,
1086,SKT,1/10/2013 0:00,606,delta smelt,6268,Gammarus,Unid Gammarus,3.9,,
1086,SKT,1/10/2013 0:00,606,delta smelt,6268,Gammarus,Unid Gammarus,3.6,,
1087,SKT,1/10/2013 0:00,606,delta smelt,6272,Corophium,C. alienense,5.4,AL,
1088,SKT,1/10/2013 0:00,606,delta smelt,6273,Corophium,C. alienense,3,,
1088,SKT,1/10/2013 0:00,606,delta smelt,6273,Gammarus,Unid Gammarus,4.1,,
1090,SKT,1/10/2013 0:00,606,delta smelt,6276,Gammarus,Unid Gammarus,6.2,,
1090,SKT,1/10/2013 0:00,606,delta smelt,6276,Gammarus,Unid Gammarus,6,G,
1090,SKT,1/10/2013 0:00,606,delta smelt,6276,Gammarus,G. daiberi,5.9,,
1090,SKT,1/10/2013 0:00,606,delta smelt,6276,Unid Mysids,unid mysid,7.75,S,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,C. alienense,4.4,AL,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,C. alienense,3.3,AL,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,C. alienense,3.2,,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,C. alienense,5,,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,C. alienense,4,,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,,4.6,,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Gammarus,Unid Gammarus,3.8,,
1093,SKT,1/10/2013 0:00,606,delta smelt,6279,Hyperacanthomysis longirostris,,9.4,,
1093,SKT,1/10/2013 0:00,606,delta smelt,6279,Hyperacanthomysis longirostris,,6.1,ED,
1093,SKT,1/10/2013 0:00,606,delta smelt,6279,Unid Amphipod,,3.1,M,
1094,SKT,1/10/2013 0:00,606,delta smelt,6280,Gammarus,juvenile Gammarus,1.8,,
1095,SKT,1/10/2013 0:00,606,delta smelt,6281,Gammarus,Unid Gammarus,2.6,ED,
1095,SKT,1/10/2013 0:00,606,delta smelt,6281,Gammarus,G. daiberi,2.9,,
1096,SKT,1/10/2013 0:00,606,delta smelt,6282,Corophium,C. alienense,3.2,,
1097,SKT,1/10/2013 0:00,606,delta smelt,6283,Corophium,C. alienense,2.7,,
1097,SKT,1/10/2013 0:00,606,delta smelt,6283,Corophium,,2.1,,
1099,SKT,1/10/2013 0:00,602,delta smelt,6287,Unid Mysids,,3.3,ED,
1099,SKT,1/10/2013 0:00,602,delta smelt,6287,Gammarus,G. daiberi,2.6,ED,
1099,SKT,1/10/2013 0:00,602,delta smelt,6287,Gammarus,G. daiberi,3.4,,
1101,SKT,2/7/2013 0:00,508,delta smelt,6196,Corophium,A. spinicorne,2.9,,
1102,SKT,1/10/2013 0:00,602,delta smelt,6286,Gammarus,Unid Gammarus,7.6,ED,
1103,SKT,1/9/2013 0:00,707,delta smelt,6209,Corophium,juvenile Corophium,1.2,,
1104,SKT,1/10/2013 0:00,519,delta smelt,6289,Gammarus,G. daiberi,4.7,M,
1104,SKT,1/10/2013 0:00,519,delta smelt,6289,Corophium,C. alienense,3.6,AL,
1105,SKT,2/7/2013 0:00,606,delta smelt,6198,Corophium,C. alienense,1.6,M,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,9,,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,8.4,,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,8.6,G,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,9,G,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,8.4,G,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,8.6,G,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,9,G,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,8.4,G,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Unid fish,,8.6,G,
1109,SKT,2/7/2013 0:00,606,delta smelt,6359,Gammarus,Unid Gammarus,4.5,,
1111,SKT,2/7/2013 0:00,610,delta smelt,6388,Gammarus,G. daiberi,1.9,,
1111,SKT,2/7/2013 0:00,610,delta smelt,6388,Gammarus,G. daiberi,2.5,,
1111,SKT,2/7/2013 0:00,610,delta smelt,6388,Corophium,juvenile Corophium,1.6,,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Corophium,juvenile Corophium,1.1,J,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Unid fish,,5.6,,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Unid fish,,13.9,,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Unid fish,,10,G,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Unid fish,,8.9,G,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Unid fish,,5.6,G,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Unid fish,,13.9,G,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Unid fish,,10,G,
1114,SKT,3/6/2013 0:00,704,delta smelt,6396,Corophium,juvenile Corophium,1.1,J,
1115,SKT,3/6/2013 0:00,704,delta smelt,6397,Gammarus,G. daiberi,6.2,,
1115,SKT,3/6/2013 0:00,704,delta smelt,6397,Gammarus,G. daiberi,6.2,G,
1117,SKT,3/6/2013 0:00,704,delta smelt,6399,Corophium,Unid Corophium,1.1,S,
1124,SKT,3/6/2013 0:00,706,delta smelt,6406,Unid Amphipod,Unid amphipod,2.6,S,
1125,SKT,3/6/2013 0:00,706,delta smelt,6407,Gammarus,Crangonyx sp.,3.8,ED,
1126,SKT,3/6/2013 0:00,706,delta smelt,6408,Gammarus,Unid Gammarus,2.6,S,
1128,SKT,3/6/2013 0:00,706,delta smelt,6410,Gammarus,G. daiberi,2.6,ED,
1108,SKT,2/7/2013 0:00,606,delta smelt,6358,Pacific herring,,8.6,,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Pacific herring,,8.9,,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Pacific herring,,10,,
1131,SKT,3/7/2013 0:00,519,delta smelt,6452,Gammarus,Unid Gammarus,5.1,ED,
1133,SKT,3/7/2013 0:00,606,delta smelt,6441,Unid fish,,9.3,,
1133,SKT,3/7/2013 0:00,606,delta smelt,6441,Unid fish,,7.8,,
1133,SKT,3/7/2013 0:00,606,delta smelt,6441,Unid fish,,8.6,G,
1133,SKT,3/7/2013 0:00,606,delta smelt,6441,Unid fish,,9.3,G,
1133,SKT,3/7/2013 0:00,606,delta smelt,6441,Unid fish,,7.8,G,
1133,SKT,3/7/2013 0:00,606,delta smelt,6441,Unid Mysids,,3.3,,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Unid fish,,7.5,,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Unid fish,,7.6,,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Unid fish,,7.6,G,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Unid fish,,7.5,G,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Unid fish,,7.6,G,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Gammarus,juvenile Gammarus,1.6,,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Gammarus,juvenile Gammarus,1.8,,
1136,SKT,3/7/2013 0:00,606,delta smelt,6444,Unid fish,,7.8,S,
1137,SKT,3/7/2013 0:00,606,delta smelt,6449,Unid fish,,9,,
1137,SKT,3/7/2013 0:00,606,delta smelt,6449,Unid fish,,9,,
1137,SKT,3/7/2013 0:00,606,delta smelt,6449,Unid fish,,3.5,,
1138,SKT,3/7/2013 0:00,606,delta smelt,6446,Unid fish,,9,G,
1138,SKT,3/7/2013 0:00,606,delta smelt,6446,Unid fish,,8.5,G,
1138,SKT,3/7/2013 0:00,606,delta smelt,6446,Unid fish,,8,G,
1138,SKT,3/7/2013 0:00,606,delta smelt,6446,Unid fish,,7.5,G,
1138,SKT,3/7/2013 0:00,606,delta smelt,6446,Unid fish,,7,G,
1138,SKT,3/7/2013 0:00,606,delta smelt,6446,Unid fish,,6.5,G,
1139,SKT,3/7/2013 0:00,609,delta smelt,6413,Unid Amphipod,Unid juvenile,1.8,G,
1139,SKT,3/7/2013 0:00,609,delta smelt,6413,Unid Amphipod,Unid juvenile,1.6,G,
1139,SKT,3/7/2013 0:00,609,delta smelt,6413,Gammarus,juvenile Gammarus,1.6,,
1139,SKT,3/7/2013 0:00,609,delta smelt,6413,Gammarus,juvenile Gammarus,1.8,,
1139,SKT,3/7/2013 0:00,609,delta smelt,6413,Gammarus,juvenile Gammarus,1.7,G,
1141,SKT,3/7/2013 0:00,609,delta smelt,6415,Unid Amphipod,Unid juvenile,1.6,S,
1142,SKT,3/7/2013 0:00,609,delta smelt,6440,Gammarus,juvenile Gammarus,2.3,ED,
1143,SKT,3/7/2013 0:00,610,delta smelt,6411,Unid Amphipod,,2.9,M,
1145,SKT,4/4/2013 0:00,704,delta smelt,6466,Gammarus,G. daiberi,2.9,S,
1146,SKT,4/4/2013 0:00,704,delta smelt,6467,Gammarus,G. daiberi,2.9,S,
1141,SKT,3/7/2013 0:00,609,delta smelt,6415,Unid Amphipod,,1.8,S,
1149,SKT,4/4/2013 0:00,704,delta smelt,6470,Prickly sculpin,,4,,
1151,SKT,4/4/2013 0:00,704,delta smelt,6472,Prickly sculpin,,6,U,
1152,SKT,4/4/2013 0:00,704,delta smelt,6473,Gammarus,G. daiberi,2.9,,
1153,SKT,4/4/2013 0:00,704,delta smelt,6474,Hyperacanthomysis longirostris,,6.9,,
1154,SKT,4/4/2013 0:00,704,delta smelt,6475,Unid Mysids,,6.9,G,
1154,SKT,4/4/2013 0:00,704,delta smelt,6475,Unid Mysids,,6.9,G,
1154,SKT,4/4/2013 0:00,704,delta smelt,6475,Hyperacanthomysis longirostris,,6.9,,
1155,SKT,4/4/2013 0:00,719,delta smelt,6476,Corophium,juvenile Corophium,1.3,,
1156,SKT,4/4/2013 0:00,716,delta smelt,6477,Corophium,A. spinicorne,5.1,AL,
1156,SKT,4/4/2013 0:00,716,delta smelt,6477,Unid Mysids,,1.8,M,
1157,SKT,4/4/2013 0:00,716,delta smelt,6478,Corophium,juvenile Corophium,1.2,,
1157,SKT,4/4/2013 0:00,716,delta smelt,6478,Corophium,juvenile Corophium,1.2,G,
1157,SKT,4/4/2013 0:00,716,delta smelt,6478,Corophium,Unid Corophium,1.2,G,
1161,SKT,2/7/2013 0:00,609,delta smelt,6366,Gammarus,G. daiberi,3.5,,
1168,SKT,2/7/2013 0:00,609,delta smelt,6378,Corophium,A. spinicorne,3.9,,1.45E-03
1170,SKT,2/7/2013 0:00,609,delta smelt,6381,Corophium,A. spinicorne,3.1,,5.80E-04
1174,SKT,2/6/2013 0:00,713,delta smelt,6309,Corophium,A. stimpsoni,3.1,,
1179,SKT,2/6/2013 0:00,719,delta smelt,6329,Corophium,A. stimpsoni,3.6,,
1179,SKT,2/6/2013 0:00,719,delta smelt,6329,Corophium,juvenile Corophium,1.6,,
1181,SKT,3/6/2013 0:00,719,delta smelt,6416,Corophium,juvenile Corophium,1.8,,
1184,SKT,3/6/2013 0:00,719,delta smelt,6421,Gammarus,Unid Gammarus,1.8,M,
1191,SKT,5/2/2013 0:00,609,delta smelt,6456,Corophium,A. spinicorne,2.9,,
1191,SKT,5/2/2013 0:00,609,delta smelt,6456,Corophium,A. stimpsoni,2.7,,
1191,SKT,5/2/2013 0:00,609,delta smelt,6456,Unid Mysids,,2.6,,
1191,SKT,5/2/2013 0:00,609,delta smelt,6456,Unid Mysids,,2.3,,
1191,SKT,5/2/2013 0:00,609,delta smelt,6456,Unid Mysids,,2.8,,
